3,1,422.18,402.98,725.67,381.05,1,-1,-1,-1
4,1,422.55,402.95,725.75,381.14,1,-1,-1,-1
5,1,418.37,400.01,724.05,380.40,1,-1,-1,-1
6,1,418.16,399.74,721.79,379.42,1,-1,-1,-1
7,1,419.31,400.40,726.38,381.88,1,-1,-1,-1
8,1,419.80,400.66,727.95,382.76,1,-1,-1,-1
9,1,420.04,400.78,728.43,383.06,1,-1,-1,-1
10,1,419.23,400.16,729.73,383.83,1,-1,-1,-1
11,1,418.92,399.94,730.23,384.10,1,-1,-1,-1
12,1,420.79,398.54,723.10,380.84,1,-1,-1,-1
13,1,421.69,398.03,720.04,379.60,1,-1,-1,-1
14,1,421.39,397.19,719.52,379.80,1,-1,-1,-1
15,1,420.65,397.56,723.93,381.88,1,-1,-1,-1
16,1,419.96,397.71,725.76,382.67,1,-1,-1,-1
17,1,420.83,396.46,726.18,382.96,1,-1,-1,-1
18,1,421.57,396.01,726.17,383.06,1,-1,-1,-1
19,1,421.92,395.85,726.04,383.09,1,-1,-1,-1
20,1,421.73,395.81,718.66,379.12,1,-1,-1,-1
21,1,421.63,395.81,715.94,377.62,1,-1,-1,-1
22,1,426.96,395.83,710.83,375.08,1,-1,-1,-1
23,1,428.50,395.84,709.88,374.80,1,-1,-1,-1
24,1,428.25,395.20,710.50,375.39,1,-1,-1,-1
25,1,423.32,396.95,711.14,374.97,1,-1,-1,-1
26,1,420.43,397.62,713.44,375.49,1,-1,-1,-1
27,1,417.76,397.22,718.17,377.69,1,-1,-1,-1
28,1,416.62,397.06,720.27,378.53,1,-1,-1,-1
29,1,416.45,397.01,721.24,378.85,1,-1,-1,-1
30,1,419.59,396.99,719.87,378.31,1,-1,-1,-1
31,1,419.87,396.32,720.53,378.76,1,-1,-1,-1
32,1,417.13,396.07,722.50,379.59,1,-1,-1,-1
33,1,416.00,395.98,723.45,379.91,1,-1,-1,-1
34,1,418.12,395.95,727.31,382.00,1,-1,-1,-1
35,1,418.54,395.95,726.91,381.46,1,-1,-1,-1
36,1,418.16,395.95,727.16,381.25,1,-1,-1,-1
37,1,414.43,395.95,731.11,383.14,1,-1,-1,-1
38,1,413.38,395.96,731.87,383.18,1,-1,-1,-1
39,1,412.28,395.96,733.57,383.84,1,-1,-1,-1
40,1,412.63,393.99,732.04,384.08,1,-1,-1,-1
41,1,413.68,393.24,730.29,384.15,1,-1,-1,-1
42,1,406.49,394.29,736.22,386.81,1,-1,-1,-1
43,1,403.57,394.70,738.91,387.80,1,-1,-1,-1
44,1,402.13,394.20,741.29,388.81,1,-1,-1,-1
45,1,403.56,394.02,740.93,388.51,1,-1,-1,-1
46,1,403.55,393.95,741.94,389.03,1,-1,-1,-1
47,1,409.91,393.93,740.19,389.20,1,-1,-1,-1
48,1,412.98,393.93,738.20,389.25,1,-1,-1,-1
49,1,415.08,393.94,736.22,389.24,1,-1,-1,-1
50,1,401.88,394.60,738.99,389.89,1,-1,-1,-1
51,1,396.23,394.86,741.99,390.77,1,-1,-1,-1
52,1,394.87,394.30,741.65,389.77,1,-1,-1,-1
53,1,394.76,394.08,742.11,389.37,1,-1,-1,-1
54,1,394.24,394.66,742.02,388.55,1,-1,-1,-1
55,1,399.60,394.23,739.54,386.91,1,-1,-1,-1
56,1,401.21,394.06,738.85,386.29,1,-1,-1,-1
57,1,393.48,393.34,744.70,388.70,1,-1,-1,-1
58,1,389.97,393.07,747.47,389.61,1,-1,-1,-1
59,1,388.03,392.97,749.15,389.95,1,-1,-1,-1
60,1,385.86,392.28,751.39,390.73,1,-1,-1,-1
61,1,385.81,392.03,751.43,390.35,1,-1,-1,-1
62,1,391.08,391.94,748.22,388.88,1,-1,-1,-1
63,1,393.20,391.91,746.80,388.31,1,-1,-1,-1
64,1,393.56,391.25,747.17,388.76,1,-1,-1,-1
65,1,390.56,391.01,746.31,387.61,1,-1,-1,-1
66,1,388.87,391.59,745.80,386.51,1,-1,-1,-1
67,1,388.25,392.47,744.27,384.78,1,-1,-1,-1
68,1,387.56,392.81,744.67,384.13,1,-1,-1,-1
69,1,386.88,392.94,745.71,383.91,1,-1,-1,-1
70,1,392.87,393.65,740.28,380.53,1,-1,-1,-1
71,1,395.22,393.92,738.76,379.27,1,-1,-1,-1
72,1,391.37,394.01,738.39,378.16,1,-1,-1,-1
73,1,389.71,394.04,739.34,377.78,1,-1,-1,-1
74,1,387.86,394.05,740.85,377.67,1,-1,-1,-1
75,1,387.19,394.05,743.41,378.31,1,-1,-1,-1
76,1,386.59,394.05,745.11,378.58,1,-1,-1,-1
77,1,385.78,393.38,747.61,379.37,1,-1,-1,-1
78,1,384.66,392.47,750.21,380.34,1,-1,-1,-1
79,1,384.05,392.12,751.57,380.72,1,-1,-1,-1
80,1,387.33,392.66,749.72,379.54,1,-1,-1,-1
81,1,387.43,392.20,751.32,380.43,1,-1,-1,-1
82,1,383.15,392.03,753.92,381.43,1,-1,-1,-1
83,1,381.75,391.97,755.15,381.81,1,-1,-1,-1
84,1,381.28,392.62,754.84,381.29,1,-1,-1,-1
85,1,380.07,392.20,755.47,381.10,1,-1,-1,-1
86,1,378.52,392.05,757.28,381.68,1,-1,-1,-1
87,1,381.55,391.33,757.35,381.91,1,-1,-1,-1
88,1,382.81,391.06,757.18,381.99,1,-1,-1,-1
89,1,383.75,390.97,756.83,382.02,1,-1,-1,-1
90,1,378.25,392.26,756.51,381.37,1,-1,-1,-1
91,1,376.48,392.75,755.78,380.46,1,-1,-1,-1
92,1,376.39,392.27,756.35,380.11,1,-1,-1,-1
93,1,377.28,392.09,756.11,379.33,1,-1,-1,-1
94,1,376.43,392.02,757.76,379.70,1,-1,-1,-1
95,1,376.06,391.34,757.85,379.19,1,-1,-1,-1
96,1,375.64,391.08,758.48,379.00,1,-1,-1,-1
97,1,380.70,390.33,758.21,378.94,1,-1,-1,-1
98,1,383.02,390.71,755.98,377.60,1,-1,-1,-1
99,1,382.16,390.20,756.62,377.76,1,-1,-1,-1
100,1,379.27,390.67,757.99,377.83,1,-1,-1,-1
